body,topic,trend
In support of #FootballShirtFriday we had an intense @Rovers vs @BurnleyOfficial table tennis match with BRFC comin… https://t.co/kcH1NCrX9z,4,#FootballShirtFriday
"Best Footballer-CR7
Read this interesting article!!!
https://t.co/oibCbZ0Zdz
Only on Atg world!!

For more such art… https://t.co/c5cNA06HF5",4,#FootballShirtFriday
"What a LEGEND 
@andresiniesta8 
#BARCELONA 
#FootballShirtFriday",4,#FootballShirtFriday
"Taken part in #FootballShirtFriday 

Good on you! But what makes for a winning kit? https://t.co/u71PP4uGBc https://t.co/rN1XKwPFA1",4,#FootballShirtFriday
Some dubious shirts around here today for #CancerResearch #FootballShirtFriday If you'd like to help us raise funds… https://t.co/scD3sQSTLR,4,#FootballShirtFriday
@BobbyMooreFund @classicshirts Stuck this on when I got home👍 Wishe the one on the mannequin still fitted me though… https://t.co/zLPymwN8eC,4,#FootballShirtFriday
Better pic #FootballShirtFriday https://t.co/qyn0SlN98v,4,#FootballShirtFriday
"Today is #FootballShirtFriday , so here's a shirt that's hanging on my wall.  Two weeks to #relayshirtfriday.  CRUK… https://t.co/B9SsyQ6rQi",4,#FootballShirtFriday
"Association football, American football, Rugby football. At Revere, we've embraced all types of football for the… https://t.co/81SSVmcjGI",4,#FootballShirtFriday
good showing from my @Callcredit colleagues for #FootballShirtFriday ...some obscure strips spotted and over £100 r… https://t.co/mgN9950VRB,4,#FootballShirtFriday
"#FootballShirtFriday here at @safe_contractor in aid of the Bobby Moore fund!
 
To donate to Cancer Research UK tex… https://t.co/piIxYunrX2",4,#FootballShirtFriday
Some of our team members got kitted out to raise money on #footballshirtfriday in support of the #bobbymoorefund an… https://t.co/7DoU3JguBF,4,#FootballShirtFriday
Great day @CentralH_ceg raising £180 and rising for #FootballShirtFriday which we extended out to all sports. We’ve… https://t.co/UqeO8ROtnf,4,#FootballShirtFriday
Wearing a Liverpool shirt from my very first @classicshirts order to work for #FootballShirtFriday. Had to do it. https://t.co/TmHsbxLwiN,4,#FootballShirtFriday
Great team spirit shown in the office today! @RobinHoodEnergy staff wearing football shirts to raise money for the… https://t.co/U5JcI8MF95,4,#FootballShirtFriday
"Proud to be supporting #FootballShirtFriday in true Bobby style 🏆

Text ""BOBBY"" to 70200 to donate £5 to the… https://t.co/91UznncFPk",4,#FootballShirtFriday
"It's #FootballShirtFriday! 👕⚽

To donate £5 to @BobbyMooreFund, text BOBBY to 70200. https://t.co/6iuNRDxyM5",4,#FootballShirtFriday
"I decided against the Bolton shirt in the end so I went full-on international instead. And, since I no longer own a… https://t.co/SazawXSNzc",4,#FootballShirtFriday
The naval team is in red colour Jersey let's see if they can be like @LFC #FootballShirtFriday #footballwelcomes… https://t.co/KEIP4gDgvS,4,#FootballShirtFriday
"Forget about #FootballShirtFriday we’re Sirius-ly excited about our Sirius Shirts!! 

All ready for the #NEExpo on… https://t.co/GxevgaCXLg",4,#FootballShirtFriday
"Up the Thai champions Buriram United for #FootballShirtFriday @BobbyMooreFund 
@classicshirts

Donate here:… https://t.co/NYAcfknxJS",4,#FootballShirtFriday
"Added in store today:

1995/96 England Home Shirt - £59.95

https://t.co/yoEHE5V039

#FootballShirtFriday https://t.co/rKFCPMPwdC",4,#FootballShirtFriday
Our first ever #FootballShirtFriday for @BobbyMooreFund great support from our office staff for a worthy cause… https://t.co/tCW1WGduA7,4,#FootballShirtFriday
Today we've been taking part in #FootballShirtFriday raising money for @CR_UK #cancerresearchuk ⚽️ https://t.co/RvGEcARVVa,4,#FootballShirtFriday
"It’s #FootballShirtFriday and we’re down in London, with our friends @classicshirts. Head to our Instagram (footydo… https://t.co/GnwsJzC1FX",4,#FootballShirtFriday
@BobbyMooreFund @AFCColossal Don't forget #FootballShirtFriday is about the @BobbyMooreFund. Check out their Twitte… https://t.co/xG9ucixOeG,4,#FootballShirtFriday
"This is for the football lover's, @OskleanFA is having a novelty match with the naval base team in Port Harcourt. W… https://t.co/rtMKRgz30G",4,#FootballShirtFriday
We're having so much fun!! #FootballShirtFriday @BobbyMooreFund @CR_UK #footballshirts #cake #charity… https://t.co/Y0Guhl17P1,4,#FootballShirtFriday
Am I late for #footballshirtfriday @AVFCOfficial ? 👅 https://t.co/zVni8aaf9T,4,#FootballShirtFriday
Couldn’t have a visit to the FA Vase Finalists on #FootballShirtFriday  and not do this before making a donation to… https://t.co/cu8mhtEByS,4,#FootballShirtFriday
#FootballShirtFriday &amp; look who my first morning meeting was with. We got on though. Doing our bit to fight sectari… https://t.co/i3r2JjhQhT,4,#FootballShirtFriday
#FootballShirtFriday really caught on today: Mr Orme even rocked his Chelmsford City shirt to raise money for… https://t.co/Wd3hrke76a,4,#FootballShirtFriday
Brilliant #fabricoffootball exhibition in Bethnal Green today by @classicshirts - distinct lack of @ManCity though… https://t.co/3gOYBatk7G,4,#FootballShirtFriday
It’s #FootballShirtFriday and at SafeContractor we are proudly wearing our shirts. We hope you’re wearing yours! To… https://t.co/98I3bpQaFh,4,#FootballShirtFriday
In my #CFC colours at @Notts_TV supporting #FootballShirtFriday to raise money for the Bobby Moore Fund for @CR_UK… https://t.co/HDYeq1NyBP,4,#FootballShirtFriday
#FootballShirtFriday my favourite ever football shirt 🖤 https://t.co/bpT54kHHvG,4,#FootballShirtFriday
"It's Football Shirt Friday!

Godiva has matched all the donations made from the staff today for @CR_UK Let's beat c… https://t.co/wcnHKGxaN3",4,#FootballShirtFriday
Our Olivers Dental Studio practice in Sunderland has been supporting #FootballShirtFriday  for @CR_UK Bobby Moore F… https://t.co/XDM4eojYYj,4,#FootballShirtFriday
"Here at York Sport Report, we’re celebrating #FootballShirtFriday ! Today supports the Bobby Moore fund for… https://t.co/xO0o5uNUYg",4,#FootballShirtFriday
"Our people have been supporting #FootballShirtFriday in our Bournemouth, Exeter, Huddersfield and Ipswich offices,… https://t.co/UWOnKrS4un",4,#FootballShirtFriday
It's #FootballShirtFriday here at @FourFourTwo HQ. You can get involved to help us take down bowel cancer too - jus… https://t.co/mTYV9zVffA,4,#FootballShirtFriday
It’s #FootballShirtFriday Don’t forget to text BOBBY to 70200 to donate £5 and help us take down bowel cancer https://t.co/zsbCkSYpdY,4,#FootballShirtFriday
Nice bit of #FootballShirtFriday in the office today... being based in Hertfordshire there's a fair bit of @Arsenal… https://t.co/PqW4DDIx5f,4,#FootballShirtFriday
Looks like Mark is embarrassed to be seen in his AC Milan shirt for #CancerResearch #FootballShirtFriday  If you'd… https://t.co/T2XW6ocLF5,4,#FootballShirtFriday
@classicshirts purchase for #FootballShirtFriday #F95 ⚽️ https://t.co/rqET3Xg0y5,4,#FootballShirtFriday
"Great to see the office getting involved with #footballshirtfriday
We decided that any sports shirt would do.
We've… https://t.co/pNTbgOXX1X",4,#FootballShirtFriday
Dom turned up to the studio today in a retro @OfficialBRFC shirt to support @BobbyMooreFund's #FootballShirtFriday https://t.co/NwsU3gBqnk,4,#FootballShirtFriday
It's #FootballShirtFriday here at @FourFourTwo HQ. You can get involved to help us take down bowel cancer too - jus… https://t.co/o7pG8fKjep,4,#FootballShirtFriday
Happy #FootballShirtFriday from everyone at @KeithProwse &amp; @EngRugbyHosp 👊 https://t.co/VES4og4p0G,4,#FootballShirtFriday
"Anthony in his West Ham away shirt from 91/92 for #FootballShirtFriday, what do you guys think? @AnthonyFord87 Best… https://t.co/Sssfejh7Pq",4,#FootballShirtFriday
"Harun, a CONNECT Research Fellow @tcddublin, is an expert in communications networks, but he's also a dyed-in-the-w… https://t.co/ctcuihgIaA",4,#FootballShirtFriday
"Donald Trump is expected to meet the Queen when he makes his ... 
Shout it https://t.co/Ve46rtfVzS
#ABBA… https://t.co/qHCc1KtADd",4,#FootballShirtFriday
Our researchers at @CamBiochem have swapped their labcoats for football shirts today for #FootballShirtFriday. They… https://t.co/mS7o2Vq4fW,4,#FootballShirtFriday
"#footballshirtfriday for the #charity #cancerresearchuk #boobymoorefund 

#beatingbowelcancer #bobbymoore #football… https://t.co/7IcvapqCp1",4,#FootballShirtFriday
@BobbyMooreFund The i-Transport London and Manchester Offices getting involved with #FootballShirtFriday https://t.co/JSTUsQAebM,4,#FootballShirtFriday
#FootballShirtFriday gives you a good insight in to why certain people in the office are the way they are,4,#FootballShirtFriday
#FootballShirtFriday Staff &amp; students showing their support &amp; raising awareness for bowel cancer research with… https://t.co/HqFHrMjEqu,4,#FootballShirtFriday
We've got an award winning squad here at KKP #FootballShirtFriday,4,#FootballShirtFriday
#FootballShirtFriday text BOBBY to 70200 to donate £5 https://t.co/TOSIXW3sJm,4,#FootballShirtFriday
We're putting our rivalries aside on #FootballShirtFriday to support the @BobbyMooreFund campaign to raise funds fo… https://t.co/DX3Ga4ubFw,4,#FootballShirtFriday
"It's #FootballShirtFriday! 
Don't forget, you can donate here to help us reach our target ➡️  … https://t.co/lfcqfypIQ9",4,#FootballShirtFriday
We've been wearing our football shirts with pride this #FootballShirtFriday and raising money for the… https://t.co/CUvTWyb3My,4,#FootballShirtFriday
"We're supporting #FootballShirtFriday  thank you to @RichardSCalvert for modelling our Celtic shirt. 
Text 'BOBBY'… https://t.co/CWEz9ilDrZ",4,#FootballShirtFriday
It’s #FootballShirtFriday a campaign supporting the Bobby Moore Fund for @CR_UK for research into bowel cancer.  I… https://t.co/wcj7rDdLVT,4,#FootballShirtFriday
Football Shirt Friday - fundraising for  @CR_UK and @BobbyMooreFund to beat bowel cancer Text ‘SHIRT’ to 70200 to d… https://t.co/yHgBBbGgzS,4,#FootballShirtFriday
"Rocking the signed Kaka AC Milan shirt for #FootballShirtFriday at @FourFourTwo HQ 🙌 

Get involved and help out an… https://t.co/aN2wXkCQuS",4,#FootballShirtFriday
"Currently, tweets using #FootballShirtFriday are 54% positive, 46% neutral, and 0% negative.",4,#FootballShirtFriday
"We're all dressed up for #FootballShirtFriday, raising money for @BobbyMooreFund https://t.co/Vk6c3Ata4D",4,#FootballShirtFriday
"This isn't just any #dressdown Friday, it's #FootballShirtFriday! In aid of raising money for @CR_UK to support lif… https://t.co/B062unqgV2",4,#FootballShirtFriday
#FootballShirtFriday In the @NCFC_Cambs RDP Offices! We have heard rumours that there is a Bradford City shirt lurk… https://t.co/VPl12jMh8T,4,#FootballShirtFriday
Friday Football Funday for #footballshirtfriday and the #charity #cancerresearchuk #boobymoorefund… https://t.co/niabaIddzY,4,#FootballShirtFriday
To donate £5 to the bobbymoorefund text BOBBY to 70200 #FootballShirtFriday https://t.co/rUKufSO4We,4,#FootballShirtFriday
To donate £5 to the @BobbyMooreFund text BOBBY to 70200 #FootballShirtFriday https://t.co/o8bO99O0Ts,4,#FootballShirtFriday
Repping @CleeTownFC on #FootballShirtFriday https://t.co/gWdBh67ZUc,4,#FootballShirtFriday
A huge thank you to our staff for taking part in #FootballShirtFriday today to raise money for @BobbyMooreFund. Her… https://t.co/9bIuhYPwt6,4,#FootballShirtFriday
"It's #FootballShirtFriday! Don't forget, you can donate here to help us reach our target ➡️… https://t.co/zUUVes0cQE",4,#FootballShirtFriday
"Good afternoon, I hope you all have that #FridayFeeling!

Enjoying looking at all the #FootballShirtFriday post on… https://t.co/POAZzqawQX",4,#FootballShirtFriday
"FG supports #FootballShirtFriday in aid of @CR_UK &amp; @BobbyMooreFund. 

Donations can be made to… https://t.co/C1yeelkRtR",4,#FootballShirtFriday
The Number 10 #FootballShirtFriday @classicshirts https://t.co/JgVUlSFC4l,4,#FootballShirtFriday
Our team is supporting #cancerresearchuk today with #FootballShirtFriday Amazing to see that even football rivals a… https://t.co/09lYRo7qRc,4,#FootballShirtFriday
"Our football fans are all wearing their shirts today to support the Bobby Moore Fund which funds pioneering, life-s… https://t.co/CBtuOWh75u",4,#FootballShirtFriday
#footballshirtfriday #bobbymoorefund #NFFC frank_the_original_oc #kaiserchiefs https://t.co/htvQc0l9vd,4,#FootballShirtFriday
"All the @carehome_co_uk squad (including Wellington the dog!) showing their colours for #FootballShirtFriday ⚽️

Pl… https://t.co/ex8dyQosWD",4,#FootballShirtFriday
Showing our support @TorfaenTraining for #FootballShirtFriday by proudly wearing our shirts to help raise awareness… https://t.co/mlAexzPIpZ,4,#FootballShirtFriday
Some of the team proudly wearing their football kits for #FootballShirtFriday in aid of @BobbyMooreFund the… https://t.co/LWW9oGNap3,4,#FootballShirtFriday
"@FIFAcom Wow, what a result for @Cruzeiro four years on from the 5-1 win I watched during #SambaCycle (… https://t.co/0kb5bMmRNI",4,#FootballShirtFriday
"Today is #FootballShirtFriday, organised by @cr_uk &amp; @BobbyMooreFund to raise awareness of bowel cancer. I’ve gone… https://t.co/GzwHNC6nEh",4,#FootballShirtFriday
Psa 88:12 Shall thy wonders be known in the dark? and thy righteousness in the land of forgetfulness? #FootballShirtFriday,4,#FootballShirtFriday
@BobbyMooreFund @CR_UK We want to pick a winner but no impartial judges... help us out! #FootballshirtFriday,4,#FootballShirtFriday
Quite possibly the sexiest football top ever #Newcastle #megalush #FootballShirtFriday https://t.co/zOLisGg3EB,4,#FootballShirtFriday
"Parents, send us your child's best selfie with their favourite kit on for a chance to win a free 1-1 coaching sessi… https://t.co/BAVuHowHfG",4,#FootballShirtFriday
Between the sticks is Videcon's very own Gianluigi Buffon! Jason's favourite footballing memory is the 1912 FA Cup… https://t.co/wnc1vLpbM8,4,#FootballShirtFriday
It’s our Jodie sporting the awesome @madideasltd sponsored home shirt! #footballshirtfriday https://t.co/fHFTMouWlv,4,#FootballShirtFriday
Some fantastic shirts here at @GoodTravelUK supporting #FootballShirtFriday - our particular favourite is this… https://t.co/4pXGf0w927,4,#FootballShirtFriday
AWESOME!! Go on @DJHalStewart ... #FootballShirtFriday one thing thou could it of not been a @FAWales one!? 😂😉… https://t.co/wYsOq6NhYA,4,#FootballShirtFriday
It’s sammars12 wearing the limited edition @reigatewomenfc shirt #footballshirtfriday https://t.co/8RqzPYLya8,4,#FootballShirtFriday
"need to #trace ur #photo? order here https://t.co/5w9ohpYfme
#ABBA #FridayFeeling #RoyalBabyName #BrightonSEO… https://t.co/S3scVU8pk6",4,#FootballShirtFriday
Our very own @BeckyRose22 with Kelly Smith #FootballShirtFriday https://t.co/deoYLEpWDU,4,#FootballShirtFriday
Gosport Borough Ladies support Cancer Research in lending their kit in aid of Hampshire Constabulary Student Office… https://t.co/1OOkFJIA2a,4,#FootballShirtFriday
#FootballShirtFriday 😁 If you would like to support @CR_UK just text SHIRT to 70200 and donate £5! https://t.co/N2szevnvWb,4,#FootballShirtFriday
Madano and a cardboard @beyonce are raising money in aid of the Bobby Moore foundation which supports bowel cancer… https://t.co/XTZhjFroB5,4,#FootballShirtFriday
"It's #FootballShirtFriday! 

Why not add a beautiful FC Olympique 13 kit to your collection. Now available exclusiv… https://t.co/vPrDgGAcZc",4,#FootballShirtFriday
It’s #footballshirtfriday bobbymoorefund https://t.co/uzIv9XQu8g,4,#FootballShirtFriday
It's #FootballShirtFriday today and look at our colleagues at #LCFT https://t.co/l1PEoYy2hE,4,#FootballShirtFriday
